DATE;COMPANY;COMPANY;TO;FROM;TEMPERATURE;SKY INFORMATION;WIND SPEED;WIND ANGLE;VISIBILITY;SCHEDULED TIME;LANDED TIME;CLASS
2019-10-27;Ryanair;Ryanair;Londonas(Stanstedas)STN;KaunasKUN;13 °C;Passing clouds.;19 km/h;220;N/A;10:50:00;12:54:00;Delay (30, inf) min.
2019-10-27;Ryanair;Ryanair;OslasOSL;VilniusVNO;13 °C;Sunny.;26 km/h;220;16 km;11:05:00;10:48:00;Early (-inf, -15) min.
2019-10-27;Ryanair;Ryanair;LondonasLTN;VilniusVNO;13 °C;Sunny.;26 km/h;220;16 km;11:15:00;10:45:00;Early (-inf, -15) min.
2019-10-27;Ryanair;Ryanair;CharkovasHRK;VilniusVNO;13 °C;Sunny.;26 km/h;220;16 km;11:15:00;10:54:00;Early (-inf, -15) min.
2019-10-27;Ryanair;Ryanair;LiverpulisLPL;VilniusVNO;13 °C;Sunny.;26 km/h;220;16 km;11:30:00;10:57:00;Early (-inf, -15) min.
2019-10-27;BrusselsAirlines;BrusselsAirlines;BriuselisBRU;VilniusVNO;15 °C;Sunny.;28 km/h;220;16 km;12:15:00;11:55:00;Early (-inf, -15) min.
2019-10-27;GetJetAirlines;GetJetAirlines;AntalijaAYT;VilniusVNO;15 °C;Sunny.;28 km/h;220;16 km;12:20:00;11:42:00;Early (-inf, -15) min.
2019-10-27;WizzAir;WizzAir;NicaNCE;VilniusVNO;15 °C;Sunny.;28 km/h;220;16 km;12:35:00;12:07:00;Early (-inf, -15) min.
2019-10-27;AustrianAirlines;AustrianAirlines;VienaVIE;VilniusVNO;15 °C;Partly sunny.;28 km/h;230;N/A;12:45:00;12:36:00;Early [-15,-5) min.
2019-10-27;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;15 °C;Partly sunny.;28 km/h;230;N/A;13:00:00;12:52:00;Early [-15,-5) min.
2019-10-27;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;15 °C;Partly sunny.;28 km/h;230;N/A;13:05:00;13:08:00;On Time [-5, 5] min.
2019-10-27;WizzAir;WizzAir;BelfastasBFS;VilniusVNO;15 °C;Partly sunny.;28 km/h;230;N/A;13:15:00;12:57:00;Early (-inf, -15) min.
2019-10-27;GetJetAirlines;GetJetAirlines;AntalijaAYT;VilniusVNO;15 °C;Partly sunny.;28 km/h;230;N/A;13:20:00;12:44:00;Early (-inf, -15) min.
2019-10-27;Finnair;Finnair;HelsinkisHEL;VilniusVNO;15 °C;Partly sunny.;28 km/h;230;N/A;13:30:00;13:15:00;Early (-inf, -15) min.
2019-10-27;AirBaltic;AirBaltic;AmsterdamasAMS;VilniusVNO;15 °C;Partly sunny.;28 km/h;230;N/A;13:35:00;13:26:00;Early [-15,-5) min.
2019-10-27;Ryanair;Ryanair;MaljorkosPalmaPMI;KaunasKUN;13 °C;Light rain. Mostly cloudy.;22 km/h;230;N/A;13:45:00;13:41:00;On Time [-5, 5] min.
2019-10-27;WizzAir;WizzAir;KutaisisKUT;VilniusVNO;15 °C;Partly sunny.;33 km/h;240;N/A;13:55:00;13:19:00;Early (-inf, -15) min.
2019-10-27;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;15 °C;Partly sunny.;33 km/h;240;N/A;14:20:00;14:15:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;BriuselisCRL;VilniusVNO;15 °C;Partly sunny.;33 km/h;240;N/A;14:25:00;14:13:00;Early [-15,-5) min.
2019-10-27;Ryanair;Ryanair;BriuselisCRL;VilniusVNO;15 °C;Partly sunny.;33 km/h;240;N/A;14:25:00;14:16:00;Early [-15,-5) min.
2019-10-27;AirBaltic;AirBaltic;Ryga;PalangaPLQ;11 °C;Partly sunny.;15 km/h;290;20 km;14:45:00;14:34:00;Early [-15,-5) min.
2019-10-27;Ryanair;Ryanair;KijevasKBP;VilniusVNO;12 °C;Light rain. Low clouds.;28 km/h;240;7 km;15:15:00;14:49:00;Early (-inf, -15) min.
2019-10-27;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;12 °C;Light rain. Low clouds.;28 km/h;240;7 km;15:15:00;14:54:00;Early (-inf, -15) min.
2019-10-27;GetJetAirlines;GetJetAirlines;FarasFAO;VilniusVNO;12 °C;Light rain. Low clouds.;28 km/h;240;7 km;15:25:00;15:18:00;Early [-15,-5) min.
2019-10-27;SAS;SAS;Kopenhaga;PalangaPLQ;11 °C;Partly sunny.;15 km/h;290;20 km;15:25:00;15:22:00;On Time [-5, 5] min.
2019-10-27;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;12 °C;Light rain. Low clouds.;28 km/h;240;7 km;15:30:00;15:22:00;Early [-15,-5) min.
2019-10-27;GetJetAirlines;GetJetAirlines;MaskvaDME;VilniusVNO;12 °C;Light rain. Low clouds.;28 km/h;240;7 km;15:35:00;15:12:00;Early (-inf, -15) min.
2019-10-27;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;13 °C;Light rain. Low clouds.;30 km/h;250;N/A;16:15:00;16:03:00;Early [-15,-5) min.
2019-10-27;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;13 °C;Light rain. Low clouds.;30 km/h;250;N/A;16:15:00;16:11:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;TrevizasTSF;VilniusVNO;11 °C;Sprinkles. Overcast.;33 km/h;280;N/A;16:45:00;17:23:00;Delay (30, inf) min.
2019-10-27;FreebirdAirlines;FreebirdAirlines;AntalijaAYT;VilniusVNO;11 °C;Partly cloudy.;30 km/h;280;N/A;17:35:00;17:21:00;Early [-15,-5) min.
2019-10-27;FreebirdAirlines;FreebirdAirlines;AntalijaAYT;VilniusVNO;11 °C;Partly cloudy.;30 km/h;280;N/A;17:35:00;17:49:00;Delay (5, 15] min.
2019-10-27;Finnair;Finnair;HelsinkisHEL;VilniusVNO;11 °C;Partly cloudy.;30 km/h;280;N/A;17:40:00;17:51:00;Delay (5, 15] min.
2019-10-27;TurkishAirlines;TurkishAirlines;StambulasIST;VilniusVNO;11 °C;Partly cloudy.;30 km/h;280;N/A;17:50:00;17:27:00;Early (-inf, -15) min.
2019-10-27;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;10 °C;Partly cloudy.;32 km/h;280;N/A;18:20:00;18:14:00;Early [-15,-5) min.
2019-10-27;Belavia;Belavia;MinskasMSQ;VilniusVNO;9 °C;Partly cloudy.;28 km/h;280;N/A;19:10:00;19:07:00;On Time [-5, 5] min.
2019-10-27;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;9 °C;Partly cloudy.;28 km/h;280;N/A;19:10:00;19:05:00;On Time [-5, 5] min.
2019-10-27;WizzAir;WizzAir;ParyþiusBVA;VilniusVNO;9 °C;Partly cloudy.;28 km/h;280;N/A;19:25:00;19:01:00;Early (-inf, -15) min.
2019-10-27;WizzAir;WizzAir;OslasTRF;VilniusVNO;9 °C;Partly cloudy.;28 km/h;280;N/A;19:25:00;19:16:00;Early [-15,-5) min.
2019-10-27;Ryanair;Ryanair;BrëmenasBRE;VilniusVNO;9 °C;Partly cloudy.;28 km/h;280;N/A;19:55:00;19:23:00;Early (-inf, -15) min.
2019-10-27;AirBaltic;AirBaltic;ParyþiusCDG;VilniusVNO;9 °C;Partly cloudy.;26 km/h;280;N/A;20:25:00;20:44:00;Delay (15,30] min.
2019-10-27;AirBaltic;AirBaltic;TalinasTLL;VilniusVNO;9 °C;Passing clouds.;26 km/h;280;N/A;20:55:00;20:46:00;Early [-15,-5) min.
2019-10-27;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;8 °C;Passing clouds.;22 km/h;280;N/A;21:15:00;21:16:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;Londonas(Lutonas)LTN;KaunasKUN;8 °C;Clear.;19 km/h;260;N/A;21:25:00;21:12:00;Early [-15,-5) min.
2019-10-27;Ryanair;Ryanair;MilanasBergamo;VilniusVNO;8 °C;Passing clouds.;22 km/h;280;N/A;21:30:00;21:18:00;Early [-15,-5) min.
2019-10-27;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;8 °C;Partly cloudy.;15 km/h;270;N/A;22:25:00;22:05:00;Early (-inf, -15) min.
2019-10-27;Ryanair;Ryanair;EilatasETM;KaunasKUN;8 °C;Partly cloudy.;17 km/h;280;N/A;22:55:00;22:33:00;Early (-inf, -15) min.
2019-10-27;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;7 °C;Clear.;15 km/h;260;16 km;23:30:00;23:07:00;Early (-inf, -15) min.
2019-10-27;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;7 °C;Clear.;15 km/h;260;16 km;23:45:00;23:24:00;Early (-inf, -15) min.
2019-10-27;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;7 °C;Clear.;15 km/h;260;16 km;23:55:00;00:02:00;Delay (5, 15] min.
2019-10-28;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;7 °C;Clear.;15 km/h;260;16 km;00:05:00;23:53:00;Early [-15,-5) min.
2019-10-28;AirBaltic;AirBaltic;Ryga;PalangaPLQ;9 °C;Sprinkles. Passing clouds.;9 km/h;290;14 km;00:10:00;00:09:00;On Time [-5, 5] min.
2019-10-28;AirBaltic;AirBaltic;Ryga;PalangaPLQ;9 °C;Sprinkles. Passing clouds.;9 km/h;290;14 km;00:10:00;23:57:00;Early [-15,-5) min.
2019-10-28;WizzAir;WizzAir;MilanasMXP;VilniusVNO;7 °C;Clear.;15 km/h;260;16 km;00:20:00;00:05:00;Early (-inf, -15) min.
2019-10-28;LOTPolishAirlines;LOTPolishAirlines;VarðuvaWAW;KaunasKUN;6 °C;Quite cool.;11 km/h;240;N/A;00:45:00;00:34:00;Early [-15,-5) min.
2019-10-28;AirBaltic;AirBaltic;BerlynasTXL;VilniusVNO;6 °C;Clear.;11 km/h;260;16 km;00:55:00;01:03:00;Delay (5, 15] min.
2019-10-28;SAS;SAS;Kopenhaga;PalangaPLQ;9 °C;Sprinkles. Passing clouds.;9 km/h;290;14 km;00:55:00;00:48:00;Early [-15,-5) min.
2019-10-28;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;6 °C;Clear.;11 km/h;260;16 km;01:05:00;01:12:00;Delay (5, 15] min.
2019-10-28;GetJetAirlines;GetJetAirlines;ÐarmelÐeichasSSH;VilniusVNO;5 °C;Clear.;11 km/h;240;16 km;01:50:00;01:06:00;Early (-inf, -15) min.
2019-10-28;GetJetAirlines;GetJetAirlines;HeraklionasHER;VilniusVNO;6 °C;Passing clouds.;13 km/h;240;N/A;02:30:00;01:48:00;Early (-inf, -15) min.
2019-10-28;WizzAir;WizzAir;LondonasLTN;VilniusVNO;6 °C;Passing clouds.;13 km/h;240;N/A;02:35:00;02:34:00;On Time [-5, 5] min.
2019-10-28;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;5 °C;Light rain. Low clouds.;11 km/h;210;N/A;08:30:00;08:27:00;On Time [-5, 5] min.
2019-10-28;Finnair;Finnair;HelsinkisHEL;VilniusVNO;5 °C;Light rain. Low clouds.;11 km/h;210;N/A;09:05:00;09:14:00;Delay (5, 15] min.
2019-10-28;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;6 °C;Partly sunny.;11 km/h;240;N/A;09:20:00;09:01:00;Early (-inf, -15) min.
2019-10-28;;;VienaVIE;VilniusVNO;6 °C;Partly sunny.;19 km/h;250;N/A;10:05:00;10:03:00;On Time [-5, 5] min.
2019-10-28;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;6 °C;Partly sunny.;19 km/h;250;N/A;10:05:00;10:15:00;Delay (5, 15] min.
2019-10-28;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;6 °C;Partly sunny.;19 km/h;250;N/A;10:05:00;10:28:00;Delay (15,30] min.
2019-10-28;WizzAir;WizzAir;Londonas(Lutonas)LTN;KaunasKUN;7 °C;Overcast.;20 km/h;250;N/A;10:10:00;09:50:00;Early (-inf, -15) min.
2019-10-28;AirBaltic;AirBaltic;TalinasTLL;VilniusVNO;6 °C;Partly sunny.;19 km/h;250;N/A;10:15:00;10:32:00;Delay (15,30] min.
2019-10-28;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;6 °C;Partly sunny.;19 km/h;250;N/A;10:35:00;10:26:00;Early [-15,-5) min.
2019-10-28;Ryanair;Ryanair;OslasOSL;VilniusVNO;7 °C;Overcast.;19 km/h;250;N/A;11:05:00;10:52:00;Early [-15,-5) min.
2019-10-28;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;7 °C;Overcast.;19 km/h;250;N/A;11:05:00;11:12:00;Delay (5, 15] min.
2019-10-28;Ryanair;Ryanair;LondonasLTN;VilniusVNO;7 °C;Overcast.;19 km/h;250;N/A;11:15:00;11:15:00;On Time [-5, 5] min.
2019-10-28;TurkishAirlines;TurkishAirlines;StambulasIST;VilniusVNO;7 °C;Overcast.;19 km/h;250;N/A;11:25:00;10:54:00;Early (-inf, -15) min.
2019-10-28;GetJetAirlines;GetJetAirlines;AntalijaAYT;VilniusVNO;7 °C;Partly sunny.;20 km/h;240;N/A;12:10:00;11:48:00;Early (-inf, -15) min.
2019-10-28;Ryanair;Ryanair;Londonas(Stanstedas)STN;KaunasKUN;8 °C;Broken clouds.;19 km/h;250;N/A;12:20:00;12:24:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;MilanasBergamo;VilniusVNO;7 °C;Partly sunny.;20 km/h;240;N/A;12:25:00;13:02:00;Delay (30, inf) min.
2019-10-28;WizzAir;WizzAir;EindhovenasEIN;KaunasKUN;9 °C;Light rain. Broken clouds.;17 km/h;250;N/A;12:40:00;12:22:00;Early (-inf, -15) min.
2019-10-28;AustrianAirlines;AustrianAirlines;VienaVIE;VilniusVNO;7 °C;Scattered showers. Partly sunny.;19 km/h;250;N/A;12:45:00;12:32:00;Early [-15,-5) min.
2019-10-28;GetJetAirlines;GetJetAirlines;AntalijaAYT;VilniusVNO;7 °C;Scattered showers. Partly sunny.;19 km/h;250;N/A;12:50:00;12:18:00;Early (-inf, -15) min.
2019-10-28;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;7 °C;Scattered showers. Partly sunny.;19 km/h;250;N/A;13:00:00;12:57:00;On Time [-5, 5] min.
2019-10-28;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;7 °C;Scattered showers. Partly sunny.;19 km/h;250;N/A;13:05:00;12:55:00;Early [-15,-5) min.
2019-10-28;Finnair;Finnair;HelsinkisHEL;VilniusVNO;7 °C;Scattered showers. Partly sunny.;19 km/h;270;N/A;13:10:00;13:05:00;On Time [-5, 5] min.
2019-10-28;AirBaltic;AirBaltic;AmsterdamasAMS;VilniusVNO;7 °C;Scattered showers. Partly sunny.;19 km/h;270;N/A;13:35:00;13:53:00;Delay (15,30] min.
2019-10-28;WizzAir;WizzAir;LarnakaLCA;VilniusVNO;7 °C;Sprinkles. Partly sunny.;17 km/h;250;N/A;14:10:00;13:53:00;Early (-inf, -15) min.
2019-10-28;Ryanair;Ryanair;KopenhagaCPH;KaunasKUN;9 °C;Broken clouds.;15 km/h;260;N/A;14:25:00;14:12:00;Early [-15,-5) min.
2019-10-28;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;7 °C;Sprinkles. Partly sunny.;15 km/h;240;N/A;14:30:00;14:40:00;Delay (5, 15] min.
2019-10-28;WizzAir;WizzAir;BergenasBGO;KaunasKUN;9 °C;Broken clouds.;15 km/h;260;N/A;14:30:00;14:24:00;Early [-15,-5) min.
2019-10-28;SAS;SAS;Kopenhaga;PalangaPLQ;8 °C;Passing clouds.;6 km/h;330;20 km;14:35:00;14:41:00;Delay (5, 15] min.
2019-10-28;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;7 °C;Sprinkles. Partly sunny.;15 km/h;240;N/A;14:40:00;14:26:00;Early [-15,-5) min.
2019-10-28;AirBaltic;AirBaltic;Ryga;PalangaPLQ;8 °C;Passing clouds.;6 km/h;330;20 km;14:45:00;14:50:00;Delay (5, 15] min.
2019-10-28;AirBaltic;AirBaltic;Ryga;PalangaPLQ;8 °C;Passing clouds.;6 km/h;330;20 km;14:45:00;14:51:00;Delay (5, 15] min.
2019-10-28;Ryanair;Ryanair;KijevasKBP;VilniusVNO;7 °C;Scattered showers. Partly sunny.;13 km/h;250;N/A;15:15:00;14:52:00;Early (-inf, -15) min.
2019-10-28;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;7 °C;Scattered showers. Partly sunny.;13 km/h;250;N/A;15:15:00;15:09:00;Early [-15,-5) min.
2019-10-28;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;7 °C;Scattered showers. Partly sunny.;13 km/h;250;N/A;15:25:00;15:11:00;Early [-15,-5) min.
2019-10-28;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;7 °C;Sprinkles. Partly sunny.;15 km/h;240;N/A;16:15:00;16:20:00;Delay (5, 15] min.
2019-10-28;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;7 °C;Sprinkles. Partly sunny.;15 km/h;240;N/A;16:15:00;16:06:00;Early [-15,-5) min.
2019-10-28;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;7 °C;Sprinkles. Partly sunny.;15 km/h;240;N/A;16:20:00;16:09:00;Early [-15,-5) min.
2019-10-28;GetJetAirlines;GetJetAirlines;HurgadaHRG;VilniusVNO;7 °C;Sprinkles. Partly sunny.;15 km/h;240;N/A;16:25:00;16:02:00;Early (-inf, -15) min.
2019-10-28;Belavia;Belavia;MinskasMSQ;VilniusVNO;6 °C;Sprinkles. Passing clouds.;11 km/h;250;N/A;17:10:00;17:07:00;On Time [-5, 5] min.
2019-10-28;BrusselsAirlines;BrusselsAirlines;BriuselisBRU;VilniusVNO;6 °C;Sprinkles. Passing clouds.;11 km/h;250;N/A;17:25:00;17:14:00;Early [-15,-5) min.
2019-10-28;WizzAir;WizzAir;DortmundasDTM;VilniusVNO;6 °C;Sprinkles. Passing clouds.;11 km/h;250;N/A;17:30:00;17:28:00;On Time [-5, 5] min.
2019-10-28;Finnair;Finnair;HelsinkisHEL;VilniusVNO;6 °C;Partly cloudy.;11 km/h;240;N/A;17:40:00;17:55:00;Delay (15,30] min.
2019-10-28;TurkishAirlines;TurkishAirlines;StambulasIST;VilniusVNO;6 °C;Partly cloudy.;11 km/h;240;N/A;17:50:00;17:22:00;Early (-inf, -15) min.
2019-10-28;AirBaltic;AirBaltic;BerlynasTXL;VilniusVNO;6 °C;Light rain. Low clouds.;15 km/h;240;N/A;18:10:00;18:11:00;On Time [-5, 5] min.
2019-10-28;WizzAir;WizzAir;LvovasLWO;VilniusVNO;6 °C;Light rain. Low clouds.;15 km/h;240;N/A;18:15:00;18:26:00;Delay (5, 15] min.
2019-10-28;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;6 °C;Light rain. Low clouds.;15 km/h;240;N/A;18:20:00;18:16:00;On Time [-5, 5] min.
2019-10-28;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;6 °C;Light rain. Low clouds.;15 km/h;240;N/A;18:25:00;18:12:00;Early [-15,-5) min.
2019-10-28;GetJetAirlines;GetJetAirlines;HeraklionasHER;VilniusVNO;6 °C;Light rain. Mostly cloudy.;17 km/h;250;N/A;18:45:00;18:33:00;Early [-15,-5) min.
2019-10-28;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;6 °C;Light rain. Low clouds.;13 km/h;260;N/A;19:10:00;18:54:00;Early (-inf, -15) min.
2019-10-28;NorvegianAirShuttle;NorvegianAirShuttle;StokholmasARN;VilniusVNO;6 °C;Light rain. Low clouds.;13 km/h;260;N/A;19:15:00;19:03:00;Early [-15,-5) min.
2019-10-28;Ryanair;Ryanair;LidsasLBA;VilniusVNO;6 °C;Light rain. Low clouds.;13 km/h;260;N/A;19:20:00;18:51:00;Early (-inf, -15) min.
2019-10-28;WizzAir;WizzAir;OslasTRF;VilniusVNO;6 °C;Light rain. Low clouds.;13 km/h;260;N/A;19:25:00;18:58:00;Early (-inf, -15) min.
2019-10-28;Ryanair;Ryanair;BolonijaBLQ;KaunasKUN;6 °C;Mostly cloudy.;13 km/h;260;N/A;19:30:00;19:09:00;Early (-inf, -15) min.
2019-10-28;WizzAir;WizzAir;OlesiundasAES;KaunasKUN;6 °C;Mostly cloudy.;13 km/h;260;N/A;19:45:00;19:32:00;Early [-15,-5) min.
2019-10-28;Ryanair;Ryanair;BristolisBRS;KaunasKUN;6 °C;Mostly cloudy.;11 km/h;280;N/A;20:30:00;20:15:00;Early (-inf, -15) min.
2019-10-28;AirBaltic;AirBaltic;TalinasTLL;VilniusVNO;6 °C;Low clouds.;15 km/h;250;N/A;20:55:00;21:00:00;On Time [-5, 5] min.
2019-10-28;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;6 °C;Low clouds.;15 km/h;250;N/A;20:55:00;20:56:00;On Time [-5, 5] min.
2019-10-28;GetJetAirlines;GetJetAirlines;AntalijaAYT;VilniusVNO;6 °C;Low clouds.;15 km/h;250;N/A;21:35:00;21:10:00;Early (-inf, -15) min.
2019-10-28;GetJetAirlines;GetJetAirlines;AntalijaAYT;VilniusVNO;6 °C;Light rain. Low clouds.;13 km/h;250;N/A;21:40:00;21:13:00;Early (-inf, -15) min.
2019-10-28;Ryanair;Ryanair;LondonasSTN;VilniusVNO;6 °C;Light rain. Low clouds.;13 km/h;250;N/A;22:00:00;21:42:00;Early (-inf, -15) min.
2019-10-28;Ryanair;Ryanair;Londonas(Lutonas)LTN;KaunasKUN;6 °C;Low clouds.;9 km/h;260;N/A;22:05:00;21:51:00;Early [-15,-5) min.
2019-10-28;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;5 °C;Rain. Fog.;9 km/h;290;5 km;22:25:00;21:53:00;Early (-inf, -15) min.
2019-10-28;Ryanair;Ryanair;DublinasDUB;KaunasKUN;6 °C;Low clouds.;9 km/h;260;N/A;22:30:00;22:34:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;AmanasAMM;VilniusVNO;5 °C;Light rain. Low clouds.;9 km/h;290;9 km;22:45:00;23:04:00;Delay (15,30] min.
2019-10-28;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;6 °C;Light rain. Low clouds.;11 km/h;280;N/A;23:15:00;23:09:00;Early [-15,-5) min.
2019-10-28;Ryanair;Ryanair;MaltaMLA;VilniusVNO;6 °C;Light rain. Low clouds.;11 km/h;280;N/A;23:20:00;23:00:00;Early (-inf, -15) min.
2019-10-28;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;6 °C;Light rain. Low clouds.;11 km/h;280;N/A;23:30:00;23:32:00;On Time [-5, 5] min.
2019-10-28;AirBaltic;AirBaltic;MiunchenasMUC;VilniusVNO;6 °C;Light rain. Low clouds.;11 km/h;280;N/A;23:35:00;23:28:00;Early [-15,-5) min.
2019-10-28;Ryanair;Ryanair;LondonasSTN;VilniusVNO;5 °C;Low clouds.;11 km/h;270;N/A;23:35:00;01:28:00;Delay (30, inf) min.
2019-10-28;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;5 °C;Low clouds.;11 km/h;270;N/A;23:35:00;00:01:00;Delay (15,30] min.
2019-10-28;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;5 °C;Low clouds.;11 km/h;270;N/A;23:40:00;23:21:00;Early (-inf, -15) min.
2019-10-28;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;5 °C;Low clouds.;11 km/h;270;N/A;23:45:00;23:39:00;Early [-15,-5) min.
2019-10-29;LOTPolishAirlines;LOTPolishAirlines;VarðuvaWAW;KaunasKUN;4 °C;Chilly.;9 km/h;260;N/A;00:45:00;00:37:00;Early [-15,-5) min.
2019-10-29;SAS;SAS;Kopenhaga;PalangaPLQ;8 °C;Passing clouds.;9 km/h;320;20 km;00:55:00;00:55:00;On Time [-5, 5] min.
2019-10-29;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;5 °C;Light rain. Low clouds.;13 km/h;280;N/A;01:05:00;00:50:00;Early (-inf, -15) min.
2019-10-29;WizzAir;WizzAir;DonkasterisDSA;VilniusVNO;5 °C;Low clouds.;11 km/h;280;N/A;02:10:00;01:44:00;Early (-inf, -15) min.
2019-10-29;WizzAir;WizzAir;LondonasLTN;VilniusVNO;5 °C;Mostly cloudy.;15 km/h;300;N/A;02:35:00;02:07:00;Early (-inf, -15) min.
2019-10-29;WizzAir;WizzAir;ReikjavikasKEF;VilniusVNO;4 °C;Low clouds.;17 km/h;290;N/A;03:15:00;02:47:00;Early (-inf, -15) min.
2019-10-29;Belavia;Belavia;MinskasMSQ;VilniusVNO;2 °C;Partly sunny.;15 km/h;260;N/A;07:55:00;08:04:00;Delay (5, 15] min.
2019-10-29;FreebirdAirlines;FreebirdAirlines;AntalijaAYT;VilniusVNO;2 °C;Partly sunny.;15 km/h;250;N/A;08:20:00;07:55:00;Early (-inf, -15) min.
2019-10-29;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;2 °C;Partly sunny.;15 km/h;250;N/A;08:30:00;08:14:00;Early (-inf, -15) min.
2019-10-29;Finnair;Finnair;HelsinkisHEL;VilniusVNO;2 °C;Broken clouds.;17 km/h;270;N/A;09:05:00;09:06:00;On Time [-5, 5] min.
2019-10-29;FreebirdAirlines;FreebirdAirlines;AntalijaAYT;VilniusVNO;2 °C;Broken clouds.;17 km/h;270;N/A;09:05:00;09:03:00;On Time [-5, 5] min.
2019-10-29;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;3 °C;Broken clouds.;17 km/h;290;N/A;09:20:00;09:08:00;Early [-15,-5) min.
2019-10-29;Ryanair;Ryanair;FrankfurtasHHN;VilniusVNO;3 °C;Broken clouds.;17 km/h;290;N/A;09:30:00;09:38:00;Delay (5, 15] min.
2019-10-29;CorendonAirlines;CorendonAirlines;AntalijaAYT;VilniusVNO;3 °C;Partly sunny.;17 km/h;290;N/A;10:05:00;09:49:00;Early (-inf, -15) min.
2019-10-29;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;3 °C;Partly sunny.;17 km/h;290;N/A;10:05:00;09:35:00;Early (-inf, -15) min.
2019-10-29;AirBaltic;AirBaltic;TalinasTLL;VilniusVNO;3 °C;Partly sunny.;20 km/h;290;N/A;10:15:00;10:06:00;Early [-15,-5) min.
2019-10-29;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;3 °C;Partly sunny.;20 km/h;290;N/A;10:35:00;10:38:00;On Time [-5, 5] min.
2019-10-29;WizzAir;WizzAir;TurkuTKU;KaunasKUN;5 °C;Passing clouds.;11 km/h;290;N/A;10:55:00;10:39:00;Early (-inf, -15) min.
2019-10-29;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;3 °C;Broken clouds.;15 km/h;300;N/A;11:05:00;11:04:00;On Time [-5, 5] min.
2019-10-29;EurocelticAirways;EurocelticAirways;HurgadaHRG;VilniusVNO;3 °C;Broken clouds.;15 km/h;300;N/A;11:15:00;11:23:00;Delay (5, 15] min.
