DATE;COMPANY;COMPANY;TO;FROM;TEMPERATURE;SKY INFORMATION;WIND SPEED;WIND ANGLE;VISIBILITY;SCHEDULED TIME;DEPARTURE TIME;CLASS
2019-11-23;Ryanair;Ryanair;VilniusVNO;BarselonaBCN;-3 °C;Sunny.;20 km/h;140;16 km;14:00:00;14:00:00;On Time [-5, 5] min.
2019-11-23;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;-3 °C;Sunny.;20 km/h;140;16 km;14:10:00;14:10:00;On Time [-5, 5] min.
2019-11-23;Norwegian;Norwegian;PalangaPLQ;Oslas;0 °C;Sunny.;7 km/h;120;20 km;14:50:00;14:51:00;On Time [-5, 5] min.
2019-11-23;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;-3 °C;Sunny.;19 km/h;130;16 km;15:00:00;15:21:00;Delay (15,30] min.
2019-11-23;AirBaltic;AirBaltic;PalangaPLQ;Ryga;0 °C;Sunny.;7 km/h;120;20 km;15:10:00;15:13:00;On Time [-5, 5] min.
2019-11-23;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-3 °C;Passing clouds.;19 km/h;130;N/A;15:25:00;15:25:00;On Time [-5, 5] min.
2019-11-23;Ryanair;Ryanair;KaunasKUN;KelnasCGN;-2 °C;Passing clouds.;19 km/h;120;N/A;15:45:00;15:47:00;On Time [-5, 5] min.
2019-11-23;WizzAir;WizzAir;VilniusVNO;EilatasETM;-3 °C;Clear.;20 km/h;140;16 km;16:10:00;16:10:00;On Time [-5, 5] min.
2019-11-23;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;-3 °C;Clear.;20 km/h;140;16 km;16:20:00;16:20:00;On Time [-5, 5] min.
2019-11-23;WizzAir;WizzAir;VilniusVNO;SautendasSEN;-3 °C;Clear.;20 km/h;140;16 km;16:35:00;16:35:00;On Time [-5, 5] min.
2019-11-23;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;-3 °C;Clear.;19 km/h;140;16 km;16:45:00;16:45:00;On Time [-5, 5] min.
2019-11-23;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;-3 °C;Clear.;19 km/h;140;16 km;17:05:00;17:05:00;On Time [-5, 5] min.
2019-11-23;Ryanair;Ryanair;VilniusVNO;BerlynasSXF;-4 °C;Clear.;19 km/h;140;16 km;17:25:00;17:25:00;On Time [-5, 5] min.
2019-11-23;Ryanair;Ryanair;KaunasKUN;MilanasMXP;-2 °C;Clear.;17 km/h;120;16 km;17:30:00;17:30:00;On Time [-5, 5] min.
2019-11-23;Belavia;Belavia;VilniusVNO;MinskasMSQ;-4 °C;Clear.;22 km/h;140;16 km;17:40:00;17:40:00;On Time [-5, 5] min.
2019-11-23;Ryanair;Ryanair;VilniusVNO;ParyþiusBVA;-4 °C;Clear.;22 km/h;140;16 km;17:45:00;17:45:00;On Time [-5, 5] min.
2019-11-23;WizzAir;WizzAir;PalangaPLQ;Dortmundas;-2 °C;Clear.;9 km/h;130;20 km;17:45:00;18:05:00;Delay (15,30] min.
2019-11-23;Ryanair;Ryanair;PalangaPLQ;Londonas/Stanstedas;-2 °C;Clear.;9 km/h;130;20 km;18:30:00;18:50:00;Delay (15,30] min.
2019-11-23;Finnair;Finnair;VilniusVNO;HelsinkisHEL;-4 °C;Clear.;20 km/h;140;16 km;18:40:00;18:40:00;On Time [-5, 5] min.
2019-11-23;WizzAir;WizzAir;VilniusVNO;BarselonaBCN;-4 °C;Clear.;20 km/h;140;16 km;18:40:00;18:40:00;On Time [-5, 5] min.
2019-11-23;TurkishAirlines;TurkishAirlines;VilniusVNO;StambulasIST;-4 °C;Clear.;20 km/h;140;16 km;18:45:00;18:45:00;On Time [-5, 5] min.
2019-11-23;null;null;VilniusVNO;MarsaAlamas;-4 °C;Clear.;20 km/h;140;16 km;18:50:00;18:50:00;On Time [-5, 5] min.
2019-11-23;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-4 °C;Clear.;20 km/h;140;16 km;19:00:00;19:00:00;On Time [-5, 5] min.
2019-11-23;Ryanair;Ryanair;KaunasKUN;AlikantëALC;-2 °C;Passing clouds.;19 km/h;130;N/A;19:35:00;19:41:00;Delay (5, 15] min.
2019-11-23;Ryanair;Ryanair;VilniusVNO;RomaCIA;-4 °C;Clear.;20 km/h;140;16 km;19:35:00;19:35:00;On Time [-5, 5] min.
2019-11-23;WizzAir;WizzAir;PalangaPLQ;Londonas/Lutonas;-2 °C;Passing clouds.;7 km/h;130;20 km;20:40:00;22:49:00;Delay (30, inf) min.
2019-11-23;Ryanair;Ryanair;KaunasKUN;Londonas(Lutonas)LTN;-3 °C;Clear.;20 km/h;130;16 km;20:55:00;20:53:00;On Time [-5, 5] min.
2019-11-23;Ryanair;Ryanair;VilniusVNO;DublinasDUB;-4 °C;Clear.;22 km/h;140;16 km;21:15:00;21:55:00;Delay (30, inf) min.
2019-11-23;Ryanair;Ryanair;VilniusVNO;MilanasBergamo;-4 °C;Clear.;20 km/h;140;16 km;21:50:00;21:50:00;On Time [-5, 5] min.
2019-11-23;Ryanair;Ryanair;VilniusVNO;LondonasSTN;-5 °C;Clear.;20 km/h;150;16 km;22:25:00;22:25:00;On Time [-5, 5] min.
2019-11-23;Ryanair;Ryanair;KaunasKUN;EdinburgasEDI;-2 °C;Clear.;20 km/h;130;16 km;22:25:00;22:26:00;On Time [-5, 5] min.
2019-11-24;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;-4 °C;Overcast.;15 km/h;140;N/A;05:05:00;05:05:00;On Time [-5, 5] min.
2019-11-24;WizzAir;WizzAir;VilniusVNO;KutaisisKUT;-4 °C;Light snow. Clear.;17 km/h;140;N/A;06:10:00;06:10:00;On Time [-5, 5] min.
2019-11-24;WizzAir;WizzAir;VilniusVNO;NicaNCE;-4 °C;Light snow. Clear.;17 km/h;140;N/A;06:15:00;06:15:00;On Time [-5, 5] min.
2019-11-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-4 °C;Light snow. Clear.;17 km/h;140;N/A;06:25:00;06:25:00;On Time [-5, 5] min.
2019-11-24;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;-4 °C;Light snow. Clear.;17 km/h;140;N/A;06:25:00;06:25:00;On Time [-5, 5] min.
2019-11-24;WizzAir;WizzAir;VilniusVNO;BelfastasBFS;-4 °C;Light snow. Clear.;17 km/h;140;N/A;06:30:00;06:30:00;On Time [-5, 5] min.
2019-11-24;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;-4 °C;Light snow. Clear.;17 km/h;140;N/A;06:35:00;06:35:00;On Time [-5, 5] min.
2019-11-24;Ryanair;Ryanair;VilniusVNO;OslasOSL;-4 °C;Light freezing rain. Passing clouds.;15 km/h;140;N/A;06:45:00;06:45:00;On Time [-5, 5] min.
2019-11-24;GetJetAirlines;GetJetAirlines;VilniusVNO;ÐarmelÐeichasSSH;-4 °C;Light freezing rain. Passing clouds.;15 km/h;140;N/A;07:05:00;07:05:00;On Time [-5, 5] min.
2019-11-24;Ryanair;Ryanair;KaunasKUN;Londonas(Stanstedas)STN;-2 °C;Overcast.;17 km/h;120;N/A;07:10:00;07:17:00;Delay (5, 15] min.
2019-11-24;Ryanair;Ryanair;VilniusVNO;CharkovasHRK;-4 °C;Clear.;15 km/h;140;16 km;07:10:00;07:10:00;On Time [-5, 5] min.
2019-11-24;GetJetAirlines;GetJetAirlines;VilniusVNO;ÐarmelÐeichasSSH;-4 °C;Clear.;15 km/h;140;16 km;07:20:00;07:20:00;On Time [-5, 5] min.
2019-11-24;AirBaltic;AirBaltic;VilniusVNO;AmsterdamasAMS;-4 °C;Clear.;17 km/h;140;16 km;07:55:00;07:55:00;On Time [-5, 5] min.
2019-11-24;Ryanair;Ryanair;KaunasKUN;KopenhagaCPH;-2 °C;Overcast.;15 km/h;130;N/A;08:20:00;08:18:00;On Time [-5, 5] min.
2019-11-24;Belavia;Belavia;VilniusVNO;MinskasMSQ;-4 °C;Sunny.;15 km/h;140;16 km;08:25:00;08:57:00;Delay (30, inf) min.
2019-11-24;HOLIDAYEUROPE;HOLIDAYEUROPE;VilniusVNO;ÐarmelÐeichasSSH;-4 °C;Sunny.;17 km/h;140;16 km;09:25:00;09:25:00;On Time [-5, 5] min.
2019-11-24;Finnair;Finnair;VilniusVNO;HelsinkisHEL;-3 °C;Cloudy.;15 km/h;140;N/A;10:00:00;10:00:00;On Time [-5, 5] min.
2019-11-24;NorvegianAirShuttle;NorvegianAirShuttle;VilniusVNO;OslasOSL;-3 °C;Cloudy.;15 km/h;140;N/A;10:00:00;10:00:00;On Time [-5, 5] min.
2019-11-24;Norwegian;Norwegian;PalangaPLQ;Oslas;0 °C;Overcast.;6 km/h;130;20 km;10:05:00;10:01:00;On Time [-5, 5] min.
2019-11-24;NorvegianAirShuttle;NorvegianAirShuttle;VilniusVNO;StokholmasARN;-3 °C;Cloudy.;15 km/h;140;N/A;10:20:00;10:20:00;On Time [-5, 5] min.
2019-11-24;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;-3 °C;Mostly cloudy.;15 km/h;140;N/A;10:40:00;10:40:00;On Time [-5, 5] min.
2019-11-24;AirBaltic;AirBaltic;PalangaPLQ;Ryga;0 °C;Overcast.;6 km/h;130;20 km;10:45:00;10:36:00;Early [-15,-5) min.
2019-11-24;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;-3 °C;Mostly cloudy.;15 km/h;140;N/A;10:55:00;10:55:00;On Time [-5, 5] min.
2019-11-24;Ryanair;Ryanair;VilniusVNO;KijevasKBP;-2 °C;Overcast.;17 km/h;130;N/A;11:30:00;11:30:00;On Time [-5, 5] min.
2019-11-24;Ryanair;Ryanair;VilniusVNO;TrevizasTSF;-2 °C;Overcast.;20 km/h;130;N/A;11:40:00;11:40:00;On Time [-5, 5] min.
2019-11-24;Ryanair;Ryanair;VilniusVNO;LiverpulisLPL;-2 °C;Overcast.;20 km/h;130;N/A;11:55:00;11:55:00;On Time [-5, 5] min.
2019-11-24;Ryanair;Ryanair;KaunasKUN;DublinasDUB;0 °C;Passing clouds.;17 km/h;120;N/A;12:00:00;12:12:00;Delay (5, 15] min.
2019-11-24;Ryanair;Ryanair;VilniusVNO;LondonasLTN;-2 °C;Overcast.;17 km/h;140;N/A;12:10:00;12:10:00;On Time [-5, 5] min.
2019-11-24;Ryanair;Ryanair;KaunasKUN;EilatasETM;0 °C;Sunny.;19 km/h;130;N/A;13:00:00;13:05:00;On Time [-5, 5] min.
2019-11-24;BrusselsAirlines;BrusselsAirlines;VilniusVNO;BriuselisBRU;-2 °C;Overcast.;19 km/h;140;N/A;13:00:00;13:00:00;On Time [-5, 5] min.
2019-11-24;WizzAir;WizzAir;VilniusVNO;ParyþiusBVA;-2 °C;Overcast.;19 km/h;140;N/A;13:25:00;13:25:00;On Time [-5, 5] min.
2019-11-24;AustrianAirlines;AustrianAirlines;VilniusVNO;VienaVIE;-2 °C;Overcast.;19 km/h;140;N/A;13:30:00;13:30:00;On Time [-5, 5] min.
2019-11-24;Finnair;Finnair;VilniusVNO;HelsinkisHEL;-2 °C;Overcast.;19 km/h;140;N/A;13:40:00;13:40:00;On Time [-5, 5] min.
2019-11-24;Ryanair;Ryanair;KaunasKUN;NiurnbergasNUE;0 °C;Passing clouds.;17 km/h;120;N/A;13:40:00;13:38:00;On Time [-5, 5] min.
2019-11-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-2 °C;Overcast.;19 km/h;140;N/A;13:40:00;13:40:00;On Time [-5, 5] min.
2019-11-24;WizzAir;WizzAir;VilniusVNO;MilanasMXP;-2 °C;Overcast.;19 km/h;140;N/A;14:00:00;14:00:00;On Time [-5, 5] min.
2019-11-24;AirBaltic;AirBaltic;VilniusVNO;ParyþiusCDG;-1 °C;Overcast.;17 km/h;140;N/A;14:15:00;14:15:00;On Time [-5, 5] min.
2019-11-24;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;-1 °C;Overcast.;17 km/h;140;N/A;14:20:00;14:20:00;On Time [-5, 5] min.
2019-11-24;Ryanair;Ryanair;VilniusVNO;BriuselisCRL;-1 °C;Overcast.;19 km/h;150;N/A;14:50:00;14:50:00;On Time [-5, 5] min.
2019-11-24;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;-1 °C;Overcast.;19 km/h;150;N/A;15:05:00;15:05:00;On Time [-5, 5] min.
2019-11-24;WizzAir;WizzAir;VilniusVNO;OslasTRF;-1 °C;Overcast.;19 km/h;150;N/A;15:05:00;15:05:00;On Time [-5, 5] min.
2019-11-24;AirBaltic;AirBaltic;PalangaPLQ;Ryga;1 °C;Overcast.;6 km/h;110;20 km;15:10:00;15:12:00;On Time [-5, 5] min.
2019-11-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-2 °C;Overcast.;17 km/h;140;N/A;15:25:00;15:25:00;On Time [-5, 5] min.
2019-11-24;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;-2 °C;Overcast.;13 km/h;130;N/A;15:50:00;15:50:00;On Time [-5, 5] min.
2019-11-24;Ryanair;Ryanair;VilniusVNO;MilanasBergamo;-2 °C;Overcast.;13 km/h;130;N/A;16:05:00;16:05:00;On Time [-5, 5] min.
2019-11-24;SAS;SAS;PalangaPLQ;Kopenhaga;0 °C;Clear.;6 km/h;110;20 km;16:05:00;16:04:00;On Time [-5, 5] min.
2019-11-24;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;-2 °C;Overcast.;15 km/h;130;N/A;16:20:00;16:20:00;On Time [-5, 5] min.
2019-11-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-2 °C;Overcast.;20 km/h;150;N/A;19:00:00;19:00:00;On Time [-5, 5] min.
2019-11-24;Ryanair;Ryanair;KaunasKUN;Londonas(Lutonas)LTN;-1 °C;Overcast.;17 km/h;120;N/A;19:30:00;19:52:00;Delay (15,30] min.
2019-11-24;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;-2 °C;Overcast.;19 km/h;150;N/A;19:35:00;19:35:00;On Time [-5, 5] min.
2019-11-24;Belavia;Belavia;VilniusVNO;MinskasMSQ;-2 °C;Overcast.;19 km/h;150;N/A;19:40:00;19:40:00;On Time [-5, 5] min.
2019-11-24;WizzAir;WizzAir;VilniusVNO;LondonasLTN;-3 °C;Overcast.;19 km/h;150;N/A;20:10:00;20:10:00;On Time [-5, 5] min.
2019-11-24;Ryanair;Ryanair;VilniusVNO;BrëmenasBRE;-3 °C;Overcast.;19 km/h;150;N/A;20:20:00;20:20:00;On Time [-5, 5] min.
2019-11-24;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;-3 °C;Overcast.;19 km/h;150;N/A;20:25:00;20:25:00;On Time [-5, 5] min.
2019-11-24;AirBaltic;AirBaltic;VilniusVNO;BerlynasTXL;-3 °C;Overcast.;19 km/h;150;N/A;21:05:00;21:05:00;On Time [-5, 5] min.
2019-11-24;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;-3 °C;Overcast.;19 km/h;150;N/A;21:20:00;21:20:00;On Time [-5, 5] min.
2019-11-25;AirBaltic;AirBaltic;PalangaPLQ;Ryga;-3 °C;Passing clouds.;6 km/h;120;20 km;05:50:00;05:55:00;On Time [-5, 5] min.
2019-11-25;SAS;SAS;PalangaPLQ;Kopenhaga;-4 °C;Clear.;6 km/h;120;19 km;07:00:00;07:08:00;Delay (5, 15] min.
2019-11-25;WizzAir;WizzAir;KaunasKUN;Londonas(Lutonas)LTN;-2 °C;Overcast.;13 km/h;130;N/A;10:45:00;10:50:00;On Time [-5, 5] min.
2019-11-25;WizzAir;WizzAir;KaunasKUN;EindhovenasEIN;-2 °C;Overcast.;15 km/h;150;N/A;13:15:00;14:17:00;Delay (30, inf) min.
2019-11-25;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;-3 °C;Overcast.;19 km/h;170;N/A;13:30:00;13:30:00;On Time [-5, 5] min.
2019-11-25;AustrianAirlines;AustrianAirlines;VilniusVNO;VienaVIE;-3 °C;Overcast.;19 km/h;170;N/A;13:30:00;13:30:00;On Time [-5, 5] min.
2019-11-25;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-3 °C;Overcast.;19 km/h;170;N/A;13:40:00;13:40:00;On Time [-5, 5] min.
2019-11-25;Ryanair;Ryanair;VilniusVNO;AmanasAMM;-3 °C;Overcast.;19 km/h;170;N/A;13:55:00;13:55:00;On Time [-5, 5] min.
2019-11-25;AirBaltic;AirBaltic;VilniusVNO;BerlynasTXL;-3 °C;Low clouds.;19 km/h;170;N/A;14:20:00;15:03:00;Delay (30, inf) min.
2019-11-25;WizzAir;WizzAir;VilniusVNO;OslasTRF;-3 °C;Low clouds.;19 km/h;160;N/A;15:05:00;15:05:00;On Time [-5, 5] min.
2019-11-25;WizzAir;WizzAir;KaunasKUN;BergenasBGO;-2 °C;Overcast.;9 km/h;140;N/A;15:05:00;15:08:00;On Time [-5, 5] min.
2019-11-25;AirBaltic;AirBaltic;PalangaPLQ;Ryga;-2 °C;Low clouds.;6 km/h;130;13 km;15:10:00;15:16:00;Delay (5, 15] min.
2019-11-25;SAS;SAS;PalangaPLQ;Kopenhaga;-2 °C;Low clouds.;6 km/h;130;13 km;15:15:00;15:20:00;On Time [-5, 5] min.
2019-11-25;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;-3 °C;Low clouds.;19 km/h;160;N/A;15:25:00;16:27:00;Delay (30, inf) min.
2019-11-25;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-3 °C;Low clouds.;19 km/h;160;N/A;15:25:00;15:25:00;On Time [-5, 5] min.
2019-11-25;Ryanair;Ryanair;KaunasKUN;DublinasDUB;-2 °C;Overcast.;9 km/h;140;N/A;15:40:00;15:42:00;On Time [-5, 5] min.
2019-11-25;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;-3 °C;Low clouds.;17 km/h;160;N/A;15:50:00;15:50:00;On Time [-5, 5] min.
2019-11-25;Ryanair;Ryanair;KaunasKUN;Londonas(Lutonas)LTN;-1 °C;Overcast.;11 km/h;130;N/A;16:10:00;16:21:00;Delay (5, 15] min.
2019-11-25;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;-3 °C;Low clouds.;15 km/h;160;N/A;16:20:00;16:20:00;On Time [-5, 5] min.
2019-11-25;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;-3 °C;Low clouds.;15 km/h;160;N/A;16:45:00;16:45:00;On Time [-5, 5] min.
2019-11-25;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;LondonasLCY;-3 °C;Low clouds.;15 km/h;160;N/A;17:00:00;17:00:00;On Time [-5, 5] min.
2019-11-25;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;-3 °C;Low clouds.;15 km/h;160;N/A;17:05:00;17:05:00;On Time [-5, 5] min.
2019-11-25;Belavia;Belavia;VilniusVNO;MinskasMSQ;-3 °C;Low clouds.;19 km/h;160;N/A;17:40:00;17:40:00;On Time [-5, 5] min.
2019-11-25;BrusselsAirlines;BrusselsAirlines;VilniusVNO;BriuselisBRU;-3 °C;Low clouds.;19 km/h;150;9 km;18:10:00;18:10:00;On Time [-5, 5] min.
2019-11-25;WizzAir;WizzAir;VilniusVNO;ReikjavikasKEF;-3 °C;Low clouds.;19 km/h;150;9 km;18:15:00;18:15:00;On Time [-5, 5] min.
2019-11-25;TurkishAirlines;TurkishAirlines;VilniusVNO;StambulasIST;-3 °C;Low clouds.;17 km/h;150;8 km;18:45:00;18:45:00;On Time [-5, 5] min.
2019-11-25;AirBaltic;AirBaltic;VilniusVNO;MiunchenasMUC;-3 °C;Low clouds.;17 km/h;150;8 km;18:50:00;18:50:00;On Time [-5, 5] min.
2019-11-25;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-3 °C;Low clouds.;17 km/h;150;8 km;19:00:00;19:00:00;On Time [-5, 5] min.
2019-11-25;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;-3 °C;Low clouds.;17 km/h;150;8 km;19:00:00;19:00:00;On Time [-5, 5] min.
2019-11-25;Ryanair;Ryanair;VilniusVNO;MaltaMLA;-3 °C;Low clouds.;15 km/h;170;8 km;19:20:00;19:20:00;On Time [-5, 5] min.
2019-11-25;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;-3 °C;Low clouds.;15 km/h;170;8 km;19:35:00;19:35:00;On Time [-5, 5] min.
2019-11-25;NorvegianAirShuttle;NorvegianAirShuttle;VilniusVNO;StokholmasARN;-3 °C;Low clouds.;15 km/h;150;8 km;19:55:00;19:55:00;On Time [-5, 5] min.
2019-11-25;WizzAir;WizzAir;VilniusVNO;DonkasterisDSA;-3 °C;Low clouds.;15 km/h;150;8 km;20:00:00;20:00:00;On Time [-5, 5] min.
2019-11-25;WizzAir;WizzAir;VilniusVNO;LondonasLTN;-3 °C;Low clouds.;19 km/h;160;7 km;20:10:00;20:10:00;On Time [-5, 5] min.
2019-11-25;WizzAir;WizzAir;KaunasKUN;OlesiundasAES;-2 °C;Low clouds.;11 km/h;160;7 km;20:35:00;21:02:00;Delay (15,30] min.
2019-11-25;Ryanair;Ryanair;KaunasKUN;BolonijaBLQ;-2 °C;Low clouds.;11 km/h;160;7 km;20:55:00;21:26:00;Delay (30, inf) min.
2019-11-25;Ryanair;Ryanair;KaunasKUN;BristolisBRS;-2 °C;Low clouds.;11 km/h;160;7 km;20:55:00;21:10:00;Delay (5, 15] min.
2019-11-25;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;-3 °C;Low clouds.;20 km/h;160;7 km;21:20:00;22:18:00;Delay (30, inf) min.
2019-11-25;Ryanair;Ryanair;VilniusVNO;LondonasSTN;-2 °C;Low clouds.;19 km/h;170;8 km;22:25:00;22:25:00;On Time [-5, 5] min.
2019-11-26;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;-3 °C;Low clouds.;15 km/h;160;7 km;05:05:00;05:05:00;On Time [-5, 5] min.
2019-11-26;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;-3 °C;Light freezing rain. Ice fog.;13 km/h;150;4 km;05:40:00;05:40:00;On Time [-5, 5] min.
2019-11-26;AirBaltic;AirBaltic;PalangaPLQ;Ryga;-1 °C;Fog.;6 km/h;140;2 km;05:50:00;05:58:00;Delay (5, 15] min.
2019-11-26;WizzAir;WizzAir;VilniusVNO;TelAvivasTLV;-3 °C;Light freezing rain. Ice fog.;13 km/h;160;3 km;06:10:00;06:10:00;On Time [-5, 5] min.
2019-11-26;LOTPolishAirlines;LOTPolishAirlines;KaunasKUN;VarðuvaWAW;-1 °C;Ice fog.;13 km/h;150;5 km;06:20:00;06:40:00;Delay (15,30] min.
2019-11-26;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-3 °C;Light freezing rain. Ice fog.;13 km/h;160;3 km;06:25:00;06:25:00;On Time [-5, 5] min.
2019-11-26;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;-3 °C;Light freezing rain. Ice fog.;13 km/h;160;3 km;06:25:00;06:25:00;On Time [-5, 5] min.
2019-11-26;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;LondonasLCY;-3 °C;Light freezing rain. Ice fog.;13 km/h;160;3 km;06:30:00;06:30:00;On Time [-5, 5] min.
2019-11-26;Ryanair;Ryanair;KaunasKUN;KopenhagaCPH;-1 °C;Ice fog.;13 km/h;150;5 km;06:35:00;06:52:00;Delay (15,30] min.
2019-11-26;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;-3 °C;Light freezing rain. Ice fog.;13 km/h;160;3 km;06:45:00;06:45:00;On Time [-5, 5] min.
2019-11-26;WizzAir;WizzAir;VilniusVNO;EindhovenasEIN;-3 °C;Light freezing rain. Ice fog.;13 km/h;160;3 km;06:55:00;06:55:00;On Time [-5, 5] min.
2019-11-26;Ryanair;Ryanair;KaunasKUN;AlikantëALC;-1 °C;Low clouds.;11 km/h;150;6 km;07:00:00;07:11:00;Delay (5, 15] min.
2019-11-26;GetJetAirlines;GetJetAirlines;VilniusVNO;HurgadaHRG;-3 °C;Light freezing rain. Ice fog.;13 km/h;160;3 km;07:00:00;07:00:00;On Time [-5, 5] min.
2019-11-26;SAS;SAS;PalangaPLQ;Kopenhaga;-1 °C;Fog.;6 km/h;140;4 km;07:00:00;07:12:00;Delay (5, 15] min.
2019-11-26;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;-3 °C;Light freezing rain. Ice fog.;13 km/h;160;3 km;07:05:00;07:05:00;On Time [-5, 5] min.
2019-11-26;WizzAir;WizzAir;VilniusVNO;BilundasBLL;-3 °C;Light freezing rain. Ice fog.;13 km/h;160;3 km;07:05:00;07:05:00;On Time [-5, 5] min.
2019-11-26;GetJetAirlines;GetJetAirlines;VilniusVNO;ÐarmelÐeichasSSH;-3 °C;Light freezing rain. Ice fog.;13 km/h;160;2 km;07:20:00;07:20:00;On Time [-5, 5] min.
2019-11-26;Ryanair;Ryanair;VilniusVNO;TelAvivasTLV;-3 °C;Light freezing rain. Ice fog.;13 km/h;160;2 km;07:30:00;07:30:00;On Time [-5, 5] min.
2019-11-26;Ryanair;Ryanair;VilniusVNO;OslasOSL;-3 °C;Light freezing rain. Ice fog.;17 km/h;160;3 km;07:45:00;07:45:00;On Time [-5, 5] min.
2019-11-26;AirBaltic;AirBaltic;VilniusVNO;AmsterdamasAMS;-3 °C;Light freezing rain. Ice fog.;17 km/h;160;3 km;07:55:00;07:55:00;On Time [-5, 5] min.
2019-11-26;Belavia;Belavia;VilniusVNO;MinskasMSQ;-3 °C;Light freezing rain. Ice fog.;15 km/h;160;2 km;08:25:00;09:07:00;Delay (30, inf) min.
2019-11-26;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;-3 °C;Light freezing rain. Ice fog.;15 km/h;170;3 km;08:55:00;08:55:00;On Time [-5, 5] min.
2019-11-26;Ryanair;Ryanair;VilniusVNO;FrankfurtasHHN;-3 °C;Light freezing rain. Ice fog.;17 km/h;170;3 km;09:55:00;09:55:00;On Time [-5, 5] min.
2019-11-26;Finnair;Finnair;VilniusVNO;HelsinkisHEL;-3 °C;Light freezing rain. Ice fog.;17 km/h;170;3 km;10:00:00;10:00:00;On Time [-5, 5] min.
2019-11-26;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-3 °C;Light freezing rain. Ice fog.;17 km/h;170;3 km;10:05:00;10:05:00;On Time [-5, 5] min.
2019-11-26;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;-3 °C;Light freezing rain. Ice fog.;19 km/h;170;3 km;10:40:00;10:56:00;Delay (15,30] min.
2019-11-26;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;-3 °C;Light freezing rain. Ice fog.;19 km/h;170;3 km;10:55:00;13:43:00;Delay (30, inf) min.
2019-11-26;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;-2 °C;Light freezing rain. Ice fog.;17 km/h;160;3 km;11:10:00;11:10:00;On Time [-5, 5] min.
2019-11-26;WizzAir;WizzAir;KaunasKUN;TurkuTKU;0 °C;Ice fog.;13 km/h;160;4 km;11:25:00;11:30:00;Delay (5, 15] min.
