DATE;COMPANY;COMPANY;TO;FROM;TEMPERATURE;SKY INFORMATION;WIND SPEED;WIND ANGLE;VISIBILITY;SCHEDULED TIME;DEPARTURE TIME;CLASS
2019-10-27;GetJetAirlines;GetJetAirlines;VilniusVNO;MaskvaDME;13 °C;Sunny.;33 km/h;210;16 km;11:00:00;11:00:00;On Time [-5, 5] min.
2019-10-27;BluePanorama;BluePanorama;VilniusVNO;Zanzibar;13 °C;Sunny.;33 km/h;210;16 km;11:05:00;11:05:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;VilniusVNO;KijevasKBP;14 °C;Sunny.;24 km/h;220;16 km;11:30:00;11:30:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;VilniusVNO;LondonasLTN;14 °C;Sunny.;24 km/h;220;16 km;11:40:00;11:40:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;VilniusVNO;TrevizasTSF;14 °C;Sunny.;24 km/h;220;16 km;11:40:00;11:40:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;VilniusVNO;LiverpulisLPL;14 °C;Sunny.;24 km/h;220;16 km;11:55:00;11:55:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;KaunasKUN;DublinasDUB;14 °C;Overcast.;20 km/h;220;N/A;12:00:00;11:58:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;KaunasKUN;EilatasETM;13 °C;Light rain. Fog.;17 km/h;240;N/A;13:00:00;13:16:00;Delay (15,30] min.
2019-10-27;BrusselsAirlines;BrusselsAirlines;VilniusVNO;BriuselisBRU;15 °C;Overcast.;26 km/h;230;N/A;13:00:00;13:00:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;KaunasKUN;NiurnbergasNUE;13 °C;Light rain. Fog.;17 km/h;240;N/A;13:15:00;13:14:00;On Time [-5, 5] min.
2019-10-27;WizzAir;WizzAir;VilniusVNO;ParyþiusBVA;15 °C;Overcast.;26 km/h;230;N/A;13:25:00;13:25:00;On Time [-5, 5] min.
2019-10-27;AustrianAirlines;AustrianAirlines;VilniusVNO;VienaVIE;15 °C;Overcast.;26 km/h;230;N/A;13:30:00;13:30:00;On Time [-5, 5] min.
2019-10-27;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;15 °C;Overcast.;28 km/h;230;N/A;13:40:00;13:40:00;On Time [-5, 5] min.
2019-10-27;WizzAir;WizzAir;VilniusVNO;MilanasMXP;15 °C;Overcast.;28 km/h;230;N/A;14:00:00;14:00:00;On Time [-5, 5] min.
2019-10-27;Finnair;Finnair;VilniusVNO;HelsinkisHEL;15 °C;Partly sunny.;33 km/h;240;N/A;14:10:00;14:10:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;KaunasKUN;MaljorkosPalmaPMI;13 °C;Light rain. Overcast.;22 km/h;240;N/A;14:10:00;14:23:00;Delay (5, 15] min.
2019-10-27;GetJetAirlines;GetJetAirlines;VilniusVNO;ÐarmelÐeichasSSH;15 °C;Partly sunny.;33 km/h;240;N/A;14:10:00;14:10:00;On Time [-5, 5] min.
2019-10-27;AirBaltic;AirBaltic;VilniusVNO;ParyþiusCDG;15 °C;Partly sunny.;33 km/h;240;N/A;14:15:00;14:15:00;On Time [-5, 5] min.
2019-10-27;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;15 °C;Partly sunny.;33 km/h;240;N/A;14:20:00;14:20:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;VilniusVNO;BriuselisCRL;13 °C;Light rain. Fog.;24 km/h;260;4 km;14:50:00;14:50:00;On Time [-5, 5] min.
2019-10-27;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;13 °C;Light rain. Fog.;24 km/h;260;4 km;15:05:00;15:05:00;On Time [-5, 5] min.
2019-10-27;WizzAir;WizzAir;VilniusVNO;OslasTRF;13 °C;Light rain. Fog.;24 km/h;260;4 km;15:05:00;15:05:00;On Time [-5, 5] min.
2019-10-27;AirBaltic;AirBaltic;PalangaPLQ;Ryga;11 °C;Partly sunny.;15 km/h;290;20 km;15:10:00;15:04:00;Early [-15,-5) min.
2019-10-27;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;12 °C;Light rain. Low clouds.;28 km/h;240;7 km;15:25:00;15:25:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;KaunasKUN;Londonas(Lutonas)LTN;12 °C;Overcast.;30 km/h;260;N/A;15:30:00;15:29:00;On Time [-5, 5] min.
2019-10-27;GetJetAirlines;GetJetAirlines;VilniusVNO;ÐarmelÐeichasSSH;12 °C;Light rain. Low clouds.;28 km/h;240;7 km;15:30:00;15:30:00;On Time [-5, 5] min.
2019-10-27;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;13 °C;Light rain. Low clouds.;26 km/h;250;N/A;15:50:00;15:50:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;VilniusVNO;MilanasBergamo;13 °C;Light rain. Low clouds.;26 km/h;250;N/A;16:05:00;16:05:00;On Time [-5, 5] min.
2019-10-27;SAS;SAS;PalangaPLQ;Kopenhaga;11 °C;Partly sunny.;15 km/h;290;20 km;16:05:00;16:15:00;Delay (5, 15] min.
2019-10-27;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;13 °C;Light rain. Low clouds.;30 km/h;250;N/A;16:20:00;16:20:00;On Time [-5, 5] min.
2019-10-27;GetJetAirlines;GetJetAirlines;VilniusVNO;AlanijaGZP;11 °C;Sprinkles. Overcast.;33 km/h;280;N/A;16:55:00;16:55:00;On Time [-5, 5] min.
2019-10-27;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;LondonasLCY;11 °C;Passing clouds.;30 km/h;270;N/A;17:00:00;17:00:00;On Time [-5, 5] min.
2019-10-27;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;11 °C;Passing clouds.;30 km/h;270;N/A;17:05:00;17:05:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;VilniusVNO;LondonasSTN;11 °C;Partly cloudy.;30 km/h;280;N/A;17:40:00;19:58:00;Delay (30, inf) min.
2019-10-27;Finnair;Finnair;VilniusVNO;HelsinkisHEL;10 °C;Partly cloudy.;32 km/h;280;N/A;18:20:00;18:20:00;On Time [-5, 5] min.
2019-10-27;FreebirdAirlines;FreebirdAirlines;VilniusVNO;AntalijaAYT;10 °C;Partly cloudy.;32 km/h;280;N/A;18:35:00;18:35:00;On Time [-5, 5] min.
2019-10-27;TurkishAirlines;TurkishAirlines;VilniusVNO;StambulasIST;10 °C;Partly cloudy.;32 km/h;280;N/A;18:45:00;18:45:00;On Time [-5, 5] min.
2019-10-27;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;10 °C;Partly cloudy.;32 km/h;280;N/A;19:00:00;19:00:00;On Time [-5, 5] min.
2019-10-27;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;9 °C;Partly cloudy.;28 km/h;280;N/A;19:35:00;19:35:00;On Time [-5, 5] min.
2019-10-27;Belavia;Belavia;VilniusVNO;MinskasMSQ;9 °C;Partly cloudy.;28 km/h;280;N/A;19:40:00;19:40:00;On Time [-5, 5] min.
2019-10-27;WizzAir;WizzAir;VilniusVNO;LondonasLTN;9 °C;Partly cloudy.;26 km/h;280;N/A;20:10:00;20:10:00;On Time [-5, 5] min.
2019-10-27;Ryanair;Ryanair;VilniusVNO;BrëmenasBRE;9 °C;Partly cloudy.;26 km/h;280;N/A;20:20:00;20:20:00;On Time [-5, 5] min.
2019-10-27;AirBaltic;AirBaltic;VilniusVNO;BerlynasTXL;8 °C;Passing clouds.;22 km/h;280;N/A;21:05:00;21:50:00;Delay (30, inf) min.
2019-10-27;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;8 °C;Passing clouds.;22 km/h;280;N/A;21:20:00;21:20:00;On Time [-5, 5] min.
2019-10-28;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;4 °C;Passing clouds.;11 km/h;230;N/A;05:05:00;05:05:00;On Time [-5, 5] min.
2019-10-28;GetJetAirlines;GetJetAirlines;VilniusVNO;AntalijaAYT;4 °C;Passing clouds.;11 km/h;230;N/A;05:10:00;05:10:00;On Time [-5, 5] min.
2019-10-28;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;4 °C;Partly cloudy.;9 km/h;220;N/A;05:40:00;05:40:00;On Time [-5, 5] min.
2019-10-28;AirBaltic;AirBaltic;PalangaPLQ;Ryga;10 °C;Passing clouds.;7 km/h;300;20 km;05:50:00;05:41:00;Early [-15,-5) min.
2019-10-28;AirBaltic;AirBaltic;PalangaPLQ;Ryga;10 °C;Passing clouds.;7 km/h;300;20 km;05:50:00;05:50:00;On Time [-5, 5] min.
2019-10-28;GetJetAirlines;GetJetAirlines;VilniusVNO;HurgadaHRG;5 °C;Partly cloudy.;7 km/h;210;N/A;06:00:00;06:00:00;On Time [-5, 5] min.
2019-10-28;WizzAir;WizzAir;VilniusVNO;LarnakaLCA;5 °C;Partly cloudy.;7 km/h;210;N/A;06:10:00;06:10:00;On Time [-5, 5] min.
2019-10-28;LOTPolishAirlines;LOTPolishAirlines;KaunasKUN;VarðuvaWAW;7 °C;Overcast.;15 km/h;250;N/A;06:20:00;06:26:00;Delay (5, 15] min.
2019-10-28;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;5 °C;Partly cloudy.;7 km/h;210;N/A;06:25:00;06:25:00;On Time [-5, 5] min.
2019-10-28;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;5 °C;Partly cloudy.;7 km/h;210;N/A;06:25:00;06:25:00;On Time [-5, 5] min.
2019-10-28;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;LondonasLCY;5 °C;Partly cloudy.;7 km/h;210;N/A;06:30:00;06:30:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;KaunasKUN;KopenhagaCPH;7 °C;Overcast.;15 km/h;250;N/A;06:35:00;06:40:00;On Time [-5, 5] min.
2019-10-28;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;5 °C;Partly cloudy.;7 km/h;210;N/A;06:35:00;06:35:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;KaunasKUN;Londonas(Stanstedas)STN;7 °C;Mostly cloudy.;20 km/h;260;N/A;06:40:00;06:44:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;VilniusVNO;OslasOSL;5 °C;Partly cloudy.;9 km/h;210;N/A;06:45:00;06:45:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;VilniusVNO;MilanasBergamo;5 °C;Partly cloudy.;9 km/h;210;N/A;06:55:00;07:49:00;Delay (30, inf) min.
2019-10-28;Lufthansa;Lufthansa;VilniusVNO;RygaRIX;5 °C;Partly cloudy.;9 km/h;210;N/A;07:00:00;07:00:00;On Time [-5, 5] min.
2019-10-28;SAS;SAS;PalangaPLQ;Kopenhaga;9 °C;Overcast.;4 km/h;290;20 km;07:00:00;06:59:00;On Time [-5, 5] min.
2019-10-28;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;5 °C;Partly cloudy.;9 km/h;210;N/A;07:05:00;07:05:00;On Time [-5, 5] min.
2019-10-28;WizzAir;WizzAir;VilniusVNO;DortmundasDTM;4 °C;Sprinkles. Broken clouds.;13 km/h;190;N/A;07:10:00;07:10:00;On Time [-5, 5] min.
2019-10-28;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;4 °C;Sprinkles. Broken clouds.;13 km/h;190;N/A;07:15:00;07:15:00;On Time [-5, 5] min.
2019-10-28;AirBaltic;AirBaltic;VilniusVNO;AmsterdamasAMS;4 °C;Sprinkles. Partly sunny.;11 km/h;200;N/A;07:55:00;07:55:00;On Time [-5, 5] min.
2019-10-28;WizzAir;WizzAir;VilniusVNO;LvovasLWO;4 °C;Sprinkles. Partly sunny.;11 km/h;200;N/A;08:00:00;15:56:00;Delay (30, inf) min.
2019-10-28;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;5 °C;Light rain. Low clouds.;11 km/h;210;N/A;08:55:00;08:55:00;On Time [-5, 5] min.
2019-10-28;Finnair;Finnair;VilniusVNO;HelsinkisHEL;6 °C;Partly sunny.;17 km/h;260;N/A;09:45:00;09:45:00;On Time [-5, 5] min.
2019-10-28;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;6 °C;Partly sunny.;19 km/h;250;N/A;10:05:00;10:05:00;On Time [-5, 5] min.
2019-10-28;null;null;VilniusVNO;VienaVIE;7 °C;Partly sunny.;20 km/h;250;N/A;10:35:00;10:35:00;On Time [-5, 5] min.
2019-10-28;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;7 °C;Partly sunny.;20 km/h;250;N/A;10:40:00;11:02:00;Delay (15,30] min.
2019-10-28;WizzAir;WizzAir;KaunasKUN;Londonas(Lutonas)LTN;8 °C;Overcast.;19 km/h;240;N/A;10:45:00;10:53:00;Delay (5, 15] min.
2019-10-28;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;7 °C;Partly sunny.;20 km/h;250;N/A;10:55:00;10:55:00;On Time [-5, 5] min.
2019-10-28;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;7 °C;Overcast.;19 km/h;250;N/A;11:10:00;11:10:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;VilniusVNO;KijevasKBP;7 °C;Partly sunny.;20 km/h;240;N/A;11:30:00;11:30:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;VilniusVNO;LondonasLTN;7 °C;Partly sunny.;20 km/h;240;N/A;11:40:00;11:40:00;On Time [-5, 5] min.
2019-10-28;TurkishAirlines;TurkishAirlines;VilniusVNO;StambulasIST;7 °C;Overcast.;15 km/h;250;N/A;12:20:00;12:20:00;On Time [-5, 5] min.
2019-10-28;WizzAir;WizzAir;KaunasKUN;EindhovenasEIN;9 °C;Broken clouds.;17 km/h;250;N/A;13:15:00;13:12:00;On Time [-5, 5] min.
2019-10-28;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;7 °C;Scattered showers. Partly sunny.;19 km/h;270;N/A;13:30:00;13:30:00;On Time [-5, 5] min.
2019-10-28;AustrianAirlines;AustrianAirlines;VilniusVNO;VienaVIE;7 °C;Scattered showers. Partly sunny.;19 km/h;270;N/A;13:30:00;13:30:00;On Time [-5, 5] min.
2019-10-28;Finnair;Finnair;VilniusVNO;HelsinkisHEL;7 °C;Sprinkles. Partly sunny.;17 km/h;250;N/A;13:40:00;13:40:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;VilniusVNO;AmanasAMM;7 °C;Sprinkles. Partly sunny.;17 km/h;250;N/A;13:55:00;13:55:00;On Time [-5, 5] min.
2019-10-28;GetJetAirlines;GetJetAirlines;VilniusVNO;AntalijaAYT;7 °C;Sprinkles. Partly sunny.;17 km/h;250;N/A;13:55:00;13:55:00;On Time [-5, 5] min.
2019-10-28;GetJetAirlines;GetJetAirlines;VilniusVNO;AntalijaAYT;7 °C;Sprinkles. Partly sunny.;17 km/h;250;N/A;14:00:00;14:00:00;On Time [-5, 5] min.
2019-10-28;WizzAir;WizzAir;VilniusVNO;OslasTRF;7 °C;Scattered showers. Partly sunny.;13 km/h;250;N/A;15:05:00;15:05:00;On Time [-5, 5] min.
2019-10-28;WizzAir;WizzAir;KaunasKUN;BergenasBGO;8 °C;Cloudy.;19 km/h;240;N/A;15:05:00;15:16:00;Delay (5, 15] min.
2019-10-28;AirBaltic;AirBaltic;PalangaPLQ;Ryga;8 °C;Passing clouds.;6 km/h;330;20 km;15:10:00;15:25:00;Delay (15,30] min.
2019-10-28;SAS;SAS;PalangaPLQ;Kopenhaga;8 °C;Passing clouds.;6 km/h;330;20 km;15:15:00;15:29:00;Delay (5, 15] min.
2019-10-28;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;7 °C;Scattered showers. Partly sunny.;13 km/h;250;N/A;15:25:00;15:25:00;On Time [-5, 5] min.
2019-10-28;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;7 °C;Scattered showers. Partly sunny.;13 km/h;250;N/A;15:25:00;15:25:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;KaunasKUN;DublinasDUB;7 °C;Light rain. Cloudy.;15 km/h;250;9 km;15:40:00;15:40:00;On Time [-5, 5] min.
2019-10-28;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;7 °C;Scattered showers. Broken clouds.;11 km/h;240;N/A;15:50:00;15:50:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;VilniusVNO;MaltaMLA;7 °C;Scattered showers. Broken clouds.;11 km/h;240;N/A;16:05:00;16:05:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;KaunasKUN;Londonas(Lutonas)LTN;7 °C;Light rain. Mostly cloudy.;13 km/h;260;9 km;16:10:00;16:14:00;On Time [-5, 5] min.
2019-10-28;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;7 °C;Sprinkles. Partly sunny.;15 km/h;240;N/A;16:20:00;16:20:00;On Time [-5, 5] min.
2019-10-28;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;6 °C;Sprinkles. Partly sunny.;19 km/h;250;N/A;16:45:00;16:45:00;On Time [-5, 5] min.
2019-10-28;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;LondonasLCY;6 °C;Sprinkles. Partly sunny.;19 km/h;250;N/A;17:00:00;17:00:00;On Time [-5, 5] min.
2019-10-28;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;6 °C;Sprinkles. Partly sunny.;19 km/h;250;N/A;17:05:00;17:05:00;On Time [-5, 5] min.
2019-10-28;GetJetAirlines;GetJetAirlines;VilniusVNO;AntalijaAYT;6 °C;Sprinkles. Passing clouds.;11 km/h;250;N/A;17:35:00;20:09:00;Delay (30, inf) min.
2019-10-28;Belavia;Belavia;VilniusVNO;MinskasMSQ;6 °C;Partly cloudy.;11 km/h;240;N/A;17:40:00;17:40:00;On Time [-5, 5] min.
2019-10-28;BrusselsAirlines;BrusselsAirlines;VilniusVNO;BriuselisBRU;6 °C;Light rain. Low clouds.;15 km/h;240;N/A;18:10:00;18:10:00;On Time [-5, 5] min.
2019-10-28;WizzAir;WizzAir;VilniusVNO;ReikjavikasKEF;6 °C;Light rain. Low clouds.;15 km/h;240;N/A;18:15:00;18:15:00;On Time [-5, 5] min.
2019-10-28;Finnair;Finnair;VilniusVNO;HelsinkisHEL;6 °C;Light rain. Low clouds.;15 km/h;240;N/A;18:20:00;18:20:00;On Time [-5, 5] min.
2019-10-28;TurkishAirlines;TurkishAirlines;VilniusVNO;StambulasIST;6 °C;Light rain. Mostly cloudy.;17 km/h;250;N/A;18:45:00;18:45:00;On Time [-5, 5] min.
2019-10-28;AirBaltic;AirBaltic;VilniusVNO;MiunchenasMUC;6 °C;Light rain. Mostly cloudy.;17 km/h;250;N/A;18:50:00;18:50:00;On Time [-5, 5] min.
2019-10-28;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;6 °C;Light rain. Mostly cloudy.;17 km/h;250;N/A;19:00:00;19:00:00;On Time [-5, 5] min.
2019-10-28;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;6 °C;Light rain. Mostly cloudy.;17 km/h;250;N/A;19:00:00;19:00:00;On Time [-5, 5] min.
2019-10-28;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;6 °C;Sprinkles. Partly cloudy.;11 km/h;250;16 km;19:35:00;19:35:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;VilniusVNO;LidsasLBA;6 °C;Sprinkles. Partly cloudy.;11 km/h;250;6 km;19:45:00;19:45:00;On Time [-5, 5] min.
2019-10-28;NorvegianAirShuttle;NorvegianAirShuttle;VilniusVNO;StokholmasARN;6 °C;Sprinkles. Partly cloudy.;11 km/h;250;6 km;19:55:00;19:55:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;KaunasKUN;BolonijaBLQ;6 °C;Overcast.;13 km/h;280;N/A;19:55:00;19:46:00;Early [-15,-5) min.
2019-10-28;WizzAir;WizzAir;VilniusVNO;DonkasterisDSA;6 °C;Sprinkles. Partly cloudy.;11 km/h;250;6 km;20:00:00;20:00:00;On Time [-5, 5] min.
2019-10-28;WizzAir;WizzAir;VilniusVNO;LondonasLTN;6 °C;Mostly cloudy.;17 km/h;250;N/A;20:10:00;20:10:00;On Time [-5, 5] min.
2019-10-28;WizzAir;WizzAir;KaunasKUN;OlesiundasAES;6 °C;Mostly cloudy.;11 km/h;280;N/A;20:35:00;20:35:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;KaunasKUN;BristolisBRS;6 °C;Low clouds.;15 km/h;270;N/A;20:55:00;20:59:00;On Time [-5, 5] min.
2019-10-28;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;6 °C;Low clouds.;15 km/h;250;N/A;21:20:00;21:20:00;On Time [-5, 5] min.
2019-10-28;Ryanair;Ryanair;VilniusVNO;LondonasSTN;5 °C;Rain. Fog.;9 km/h;290;9 km;22:25:00;22:25:00;On Time [-5, 5] min.
2019-10-29;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;3 °C;Passing clouds.;15 km/h;300;N/A;05:05:00;05:05:00;On Time [-5, 5] min.
2019-10-29;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;3 °C;Passing clouds.;19 km/h;300;N/A;05:40:00;05:40:00;On Time [-5, 5] min.
2019-10-29;AirBaltic;AirBaltic;PalangaPLQ;Ryga;5 °C;Passing clouds.;4 km/h;10;20 km;05:50:00;05:40:00;Early [-15,-5) min.
2019-10-29;GetJetAirlines;GetJetAirlines;VilniusVNO;ÐarmelÐeichasSSH;3 °C;Passing clouds.;17 km/h;280;N/A;06:00:00;06:00:00;On Time [-5, 5] min.
2019-10-29;WizzAir;WizzAir;VilniusVNO;TelAvivasTLV;3 °C;Passing clouds.;17 km/h;280;N/A;06:10:00;06:10:00;On Time [-5, 5] min.
2019-10-29;LOTPolishAirlines;LOTPolishAirlines;KaunasKUN;VarðuvaWAW;1 °C;Clear.;7 km/h;260;16 km;06:20:00;06:29:00;Delay (5, 15] min.
2019-10-29;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;3 °C;Passing clouds.;17 km/h;280;N/A;06:25:00;06:25:00;On Time [-5, 5] min.
2019-10-29;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;3 °C;Passing clouds.;17 km/h;280;N/A;06:25:00;06:25:00;On Time [-5, 5] min.
2019-10-29;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;LondonasLCY;3 °C;Passing clouds.;17 km/h;280;N/A;06:30:00;06:30:00;On Time [-5, 5] min.
2019-10-29;Ryanair;Ryanair;KaunasKUN;KopenhagaCPH;1 °C;Clear.;7 km/h;260;16 km;06:35:00;06:38:00;On Time [-5, 5] min.
2019-10-29;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;2 °C;Passing clouds.;15 km/h;270;N/A;06:45:00;06:45:00;On Time [-5, 5] min.
2019-10-29;WizzAir;WizzAir;VilniusVNO;EindhovenasEIN;2 °C;Passing clouds.;15 km/h;270;N/A;06:55:00;06:55:00;On Time [-5, 5] min.
2019-10-29;Ryanair;Ryanair;KaunasKUN;AlikantëALC;1 °C;Sunny.;11 km/h;260;16 km;07:00:00;07:04:00;On Time [-5, 5] min.
2019-10-29;GetJetAirlines;GetJetAirlines;VilniusVNO;HurgadaHRG;2 °C;Passing clouds.;15 km/h;270;N/A;07:00:00;07:00:00;On Time [-5, 5] min.
2019-10-29;SAS;SAS;PalangaPLQ;Kopenhaga;2 °C;Overcast.;4 km/h;60;20 km;07:00:00;06:54:00;Early [-15,-5) min.
2019-10-29;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;2 °C;Partly sunny.;15 km/h;270;N/A;07:05:00;07:05:00;On Time [-5, 5] min.
2019-10-29;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;2 °C;Partly sunny.;15 km/h;270;N/A;07:15:00;07:15:00;On Time [-5, 5] min.
2019-10-29;Ryanair;Ryanair;VilniusVNO;TelAvivasTLV;2 °C;Partly sunny.;15 km/h;270;N/A;07:30:00;07:30:00;On Time [-5, 5] min.
2019-10-29;Ryanair;Ryanair;VilniusVNO;OslasOSL;2 °C;Partly sunny.;15 km/h;260;N/A;07:45:00;07:45:00;On Time [-5, 5] min.
2019-10-29;AirBaltic;AirBaltic;VilniusVNO;AmsterdamasAMS;2 °C;Partly sunny.;15 km/h;260;N/A;07:55:00;07:55:00;On Time [-5, 5] min.
2019-10-29;WizzAir;WizzAir;VilniusVNO;BilundasBLL;2 °C;Partly sunny.;15 km/h;250;N/A;08:15:00;08:15:00;On Time [-5, 5] min.
2019-10-29;Belavia;Belavia;VilniusVNO;MinskasMSQ;2 °C;Partly sunny.;15 km/h;250;N/A;08:25:00;08:25:00;On Time [-5, 5] min.
2019-10-29;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;2 °C;Broken clouds.;17 km/h;270;N/A;08:55:00;08:55:00;On Time [-5, 5] min.
2019-10-29;FreebirdAirlines;FreebirdAirlines;VilniusVNO;AntalijaAYT;3 °C;Broken clouds.;17 km/h;290;N/A;09:20:00;09:20:00;On Time [-5, 5] min.
2019-10-29;Finnair;Finnair;VilniusVNO;HelsinkisHEL;3 °C;Partly sunny.;17 km/h;290;N/A;09:45:00;09:45:00;On Time [-5, 5] min.
2019-10-29;Ryanair;Ryanair;VilniusVNO;FrankfurtasHHN;3 °C;Partly sunny.;17 km/h;290;N/A;09:55:00;09:55:00;On Time [-5, 5] min.
2019-10-29;FreebirdAirlines;FreebirdAirlines;VilniusVNO;AntalijaAYT;3 °C;Partly sunny.;20 km/h;290;N/A;10:05:00;10:05:00;On Time [-5, 5] min.
2019-10-29;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;3 °C;Partly sunny.;20 km/h;290;N/A;10:05:00;10:05:00;On Time [-5, 5] min.
2019-10-29;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;3 °C;Broken clouds.;15 km/h;300;N/A;10:40:00;10:40:00;On Time [-5, 5] min.
2019-10-29;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;3 °C;Broken clouds.;15 km/h;300;N/A;10:55:00;10:55:00;On Time [-5, 5] min.
2019-10-29;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;3 °C;Broken clouds.;15 km/h;300;N/A;11:10:00;11:10:00;On Time [-5, 5] min.
2019-10-29;WizzAir;WizzAir;KaunasKUN;TurkuTKU;6 °C;Passing clouds.;13 km/h;290;N/A;11:25:00;11:27:00;On Time [-5, 5] min.
2019-10-29;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;3 °C;Partly sunny.;17 km/h;310;N/A;11:40:00;11:40:00;On Time [-5, 5] min.
2019-10-29;WizzAir;WizzAir;KaunasKUN;StavangerisSVG;6 °C;Passing clouds.;13 km/h;290;N/A;11:55:00;11:58:00;On Time [-5, 5] min.
2019-10-29;OnurAir;OnurAir;VilniusVNO;HurgadaHRG;3 °C;Partly sunny.;15 km/h;320;N/A;12:15:00;12:15:00;On Time [-5, 5] min.
